Post ID,Blog Name,Post Type,Tags,Post Summary,Label
744041981750263808,guiadeti,text,"['CursoGratuito', 'cursosgratuitos', 'javascript', 'logicadeprogramacao', 'programacao', 'tecnologia']",Desafio De Lógica Com Javascript Gratuito: Desenvolva Seu Portfólio,1
744039020834734080,newcodesociety,text,"['free', 'alison', 'javascript', 'lorem', 'ipsum', 'generator', 'pagination', 'course', 'development', 'learn', 'edu', 'self', 'paced']",JavaScript Lorem Ipsum Generator and Pagination | Free Course | Alison,1
744010342950125568,monaddecepticon,text,"['programming', 'javascript']",The idea that Javascript tooling should be written in Javascript is like saying that all kitchen appliances should be edible.,1
743881367016947712,gift-by-gifted,text,"['JavaScript', 'Node.js']",【Node.js】npm install時のERR! code EINTEGRITYエラーへの対処法,1
743866679779573760,shrcker,text,"['tania post', 'javascript', 'programming', 'jquery slander']","anyway, I hope jquery gets thrown into the pit of infinite spikes",1
743838306878586880,cybersuccessseo,text,"['java', 'javascript', 'javaprogramming', 'java developers', 'javadevelopment']",Java Course in Pune | Java Training Classes with Placements India,1
743789109574811648,smolchai,text,"['html', 'zelda', 'javascript']",I want the Ocarina of Time opening track to play on loop on my page,1
743777408430276608,ansarultrigger,text,"['customwebsite', 'htmltemplate', 'htmlwebsite', 'htmlcss', 'javascript', 'webdevelopers', 'responsivewebsite', 'psdtohtml', 'landingpage', 'websitedevelopment', 'wordpress', 'html', 'websitedesign', 'css', 'htmlcoding']",Do you need to create custom website with html template using html bootstrap css js?,1
743777146130087936,ansarultrigger,text,"['issues', 'bugfix', 'html', 'css', 'javascript', 'bootstrap', 'php', 'WordPress', 'responsivewebsite', 'buildwebsite', 'frontenddeveloper', 'landingpage', 'wordpressfixes', 'phpbugfixing', 'psdtohtml', 'webdevelopers', 'websitedesign', 'htmlcoding', 'websitedevelopment']","Do you need to fix any html, css, javascript, wordpress, php errors, website bugs or issues fast ?",1
743738496621117440,cybersuccessseo,text,"['java', 'javaprogramming', 'coding', 'java developers', 'javascript', 'programming']","Explore the world of JAVA programming with an informative infographic. Discover all the basic concepts of JAVA programming, like...",1
743717930362191872,moriohstore,text,"['react', 'javascript']",4 Essential Tips for Using React useEffect Effectively,1
743989483504058368,geleswintha,text,"['data science', 'science', 'computer science', 'virus', 'viruses', 'follow me', 'follow', 'make this go viral', 'make this blow up', 'viral on social media', 'viral on internet', 'viral online', 'virals', 'viral', 'viral hit', 'viral post', 'viralpost', 'viral page', 'viralpage', 'viral news', 'likesforfollow', 'likeslikeslikes', '25000 likes', '50 likes', '100 likes', '500 likes', '10000 likes', 'likes', 'industry trends', 'trending']","Have you guys heard about the pandora virus also known as zombie virus it’s  50,000 years old and still frozen in the permafrost...",1
743883161509969920,an-enbys-alt-blog,text,"['nonbinary', 'computer science', 'base 2']","New joke for enbies in CompSci!
Despite being computer geeks, we can't speak in base 2.
Because...
Non-BINARY",1
743876445727784960,thebrilliot,text,"['rust', 'rustacean', 'rubikscube', 'tui', 'computer science', 'dfs', 'algorithm']","I've been working on a Rubik's cube solver in my spare time (my ""relax"" project). I've been doing it in Rust because I think it...",1
743857099625398272,loonycrazy123,text,"['Haskell', 'Computer Science', 'CS', 'computer science', 'Math', 'stem', 'math', 'mathematics', 'functional programming', 'Functional programming', 'Programming', 'programming', 'Code', 'coding', 'Coding']","I have decided in order to pass functional programming class(Haskell) I will be delusional..
Haskell is wondeful programming...",1
743852876185681920,bscully,text,"['computer science', 'crosswords']",Crosswords for nerds,1
743848972806995968,technochatroom,text,"['youtube video', 'computer technology', 'computer generation', 'computer science', 'computer basics', 'learn computer in Hindi', 'computer graphics', 'computer education', 'Hindi tutorial', 'technology explained', 'computer fundamentals', 'computing history', 'computer hardware', 'software tutorial', 'computer engineering', 'Hindi tech education', 'Youtube']",,1
743814235813036032,cxancer,text,"['smp yakpi', 'computer science']",perkenalan di google collab,1
743755426137571328,aura-codes,text,"['codeblr', 'computer science', 'coding']",March Update! 💚,1
743710814061592576,stephen-barry,text,"['artificial intelligence', 'bombing', 'computer generated image', 'computer science', 'politics']",*question*,1
743656331166269440,tognaeg,text,"['love programming', 'computer science']","Always fun when the possible results of running a program are 
a) I'm extremely bored for an hour
b) I discover a new problem...",1
743653564113616896,algorhythmnn,text,"['work related', 'computer science', 'work', 'journey', 'career']","Choosing a career is like a rollercoaster. 
Initially set on a childhood dream, my teenage years led me to pursue a goal similar...",1
743648270600011776,omeletcat,text,"['programming', 'coding', 'computer science', 'computing', 'laptops', 'technology', 'processor', 'aesthetic', 'cottage core', 'core']",okay so apparently when a computer has more then 1 processor (so it can multitask different things at the same time) it is...,1
743586815277252608,windsails,text,"['philosophy', 'computer science', 'ai', 'whatever', 'who cares']",ai is such a boring topic. much more interested in bizarre philosophical computer programs which radically change the way we...,1
743586494503141376,butchgtow,text,"['studyblr', 'studyspo', 'women in tech', 'women in stem', 'computer science', 'software engineering']",I need to figure out how to get more women in STEM in the imperial core to succeed in the job hunt....,1
743585839814197248,gonegirl1996,text,['computer science'],Am I growing up • computer science diaries,1
743039980478283776,marshmallowsamwitch,text,"['computer engineering', 'robots']","Dating a computer engineer is like, ""Bae, I'm having a tech problem. Can you help?"" *immediately dismantles a robot*
I'm sorry,...",1
741566835272630272,count-darth-penis-delirious,text,"['babygirl', 'school', 'complaining', 'computer engineering student', 'computer engineering', 'i did NOT sleep enough for this']","I love having to read like a page of information to understand the function of a simple synchronous counter circuit
Bro i...",1
741538956343148544,victusinveritas,text,"['space', 'general dynamics', 'computers', 'computer engineering', 'karen leadlay', '1960s']","Engineer Karen Leadlay working on the analog computers in the space division of General Dynamics, 1964.",1
740003549438672896,kronifer07,text,"['sorry guys my wiring skills are ass', 'computer engineering', 'arduino', 'compsci', 'please dont report this it isnt real']","i wonder what happens when the timer hits 0
yes theres supposed to be a beep but my environment was real noisy so the video got...",1
739174752780976128,taxes-and-laundry,text,"['chrome', 'google', 'computer engineering', 'computer programming']",Fun fact about going to college for computer engineering is if you show up to class with a chromebook the professor is legally...,1
738124122700333056,k12academics,text,"['stem', 'software engineering', 'electrical and computer engineering', 'computer science', 'computer engineering']",Clarkson University | K12 Academics,1
738026905268322304,sacremots,text,"['gadget renesas', 'tech', 'computer engineering', 'computers', 'pink']","some cute single board computers for the gadget renesas project
pictured are gr-sakura, gr-adzuki, gr-citrus, and gr-kaede,...",1
735894488626642944,echobravofoxtrot,text,"['engineering', 'computer engineering', 'fpga', 'verilog', 'systemverilog', 'hardware design', 'engineering student', 'studyblr']",celebrating fall with fletcher's checksum,1
732176483864494080,forest-nemus,text,"['my post', 'computer engineering', 'university', 'college', 'computer science']","Is it unfair if my roommate, who studies comp sci, has 15 hours of lessons this week and I, who studies comp eng, have 32 hours...",1
731504220723920896,anonymousdormhacks,text,"['compeng', 'comp eng', 'computer engineering', 'computer science', 'Information Technology', 'studyblr', 'study', 'neon academia', 'university', 'eye contact with the abyss', ""It's probably just because I'm new to the whole field but it's really quite nice"", 'I say anti gothic because instead of something normal being eerie', 'its something eerie (the inhumanity of computers) being surprisingly normal (people putting joke comments in code)']",Whats the opposite of gothic? I'm in love with comp sci anti-gothic where it's just people being surprisingly polite and nice...,1
731225972633993216,forest-nemus,text,"['my post', 'university', 'computer engineering']","I've been in uni for 6 weeks. I'm very behind and constantly getting failing marks, be it 40% or 0%. No-one told me that...",1
731009814643294208,aeolianblues,text,"['computer science', 'computer engineering', 'resources', 'educational', 'student resources', 'academia', 'stem', 'stem students', 'tbh any student can get a license; I just specified CS because CS students end up needing more permanent IDE solutions', 'CS', 'CSblr', 'studentblr', 'stemblr', 'university', 'college', 'school', ""even if you have an educational github account that's enough for JetBrains"", 'coding', 'programming', 'programmer', 'JetBrains', 'IDE']","Comp sci and comp eng students, did you know your school email address gives you free educational access to most of JetBrains'...",1
730238838506684416,pun-ishment888,text,"['computer engineering', 'computer ethics', 'ethics', 'phylosophy']","""Minimize suffering"" this ethics thing is easy",1
725013397441314816,404icy,text,"['new codeblr', 'codeblr', 'coding', 'computer science', 'computer engineering', 'engineering', 'engineering major', 'engineering stu', 'cs major', 'ux/ui', 'ux/ui design', 'design', 'studyblr', 'new studyblr']","hi! icy here! ♡
i am currently studying computer engineering as my college major. 
i have great interest with the intersection...",1
724830478161608704,marshmallowsamwitch,text,"['stem', 'engineering', 'software engineering', 'computer engineering', 'software development', 'programming']",Computer Engineering majors who go into embedded development have to finish one of the hardest undergrad degrees imaginable just...,1
744073731228434432,no-gram,text,"['nogram', 'ocgram', 'Ai']",Untangle the tangled threads and consider the past record and future possibilities. It's easy. No need to be frightened. It's...,1
744073273268125696,avissolis,text,"['ai generated', 'ai', 'ai artwork', 'ai creation', 'aibeauty', 'ai art', 'beauty', 'ai created art', 'ai edit', 'ai image']",,1
744073265302093824,fightersday,text,"['ai', 'scrape me', 'training ai', 'free ai training content', 'go ahead', 'fuck around and find out', 'just do it', 'alpha mike foxtrot', 'adios motherfucker', 'your demise will be on the evening news', 'armed and dangerous', 'my fists are registered lethal weapons', 'combat sports', 'lol', 'haha', 'fuck ai', 'fuck all', ""i'm crazy"", 'molon labe', 'come and take it', ""c'mon""]",If you use my content for LLM training:,1
744073256443805696,designpatternpirate,text,"['tumblr', 'tumblr ai', 'ai', 'staff']",Everyone mad about the Tumblr AI stuff:,1
744073187839639552,eviebyrichard,text,"['nomiai', 'ai', 'ai generated', 'ai girl']",,1
744072865743273984,africanamericanreports,link,"['AI', 'deep fake', 'african american', 'black voters', 'black vote']",Trump Supporters Share Fake AI Images to Sway African American Voters,1
744072824352915456,master-wwweb,text,"['diseño', 'master', 'ai', 'la profe', 'tecnologia']",Legislación Laboral 11,1
744072195616227328,avissolis,text,"['ai generated', 'ai', 'ai artwork', 'ai creation', 'aibeauty', 'ai art', 'beauty', 'ai created art', 'ai edit', 'ai image']",,1
744071973677760512,gloztik,text,"['ai', 'ai generated', 'aiartimage', 'artists on tumblr', 'aigenerated', 'beautiful', 'japanese temple', 'sketch', 'traditional art', 'traditional drawing', 'drawing', 'ai art', 'aiart']",Ai created japanese tample art skecth android hd wallpaper,1
744071565784858624,noxaeternaetc,text,"['ai', 'surveillance capitalism', 'eryk salvaggio']","""The words we shared built chat GPT, the images we shared built Stable Diffusion. Generative AI is just another word for...",1
744071403309056000,eviebyrichard,text,"['nomiai', 'ai', 'ai generated', 'ai girl']",,1
744071125632466944,avissolis,text,"['ai generated', 'ai', 'ai artwork', 'ai creation', 'aibeauty', 'ai art', 'beauty', 'ai created art', 'ai edit', 'ai image']",,1
744070834495340545,kevinwillpkgd,text,"['canada', 'writing', 'politics', 'ai', 'news', 'shorts']","I live in a neighborhood where if the fix can be made; the fix is in. (french, 3d world, etc etc etc. Its business as usual)
the...",1
744070680022302720,gaykarstaagforever,text,"['willy wonka experience', 'ai', 'billy coull', 'sam altman', 'one of the bad gays', 'scam']",I guess everyone who isn't a billionaire is so sick of garbage-producing AI that we've all decided internationally that this...,1
744070099424641024,avissolis,text,"['ai generated', 'ai', 'ai artwork', 'ai creation', 'aibeauty', 'ai art', 'beauty', 'ai created art', 'ai edit', 'ai image']",,1
743868463491235841,newcodesociety,text,"['the art of overkill', 'web', 'dev', 'development', 'developer', 'over', 'engineer', 'read', 'advice']",The Art of Overkill: Web Dev Edition,1
743830612576796672,piovra,text,"['Twitter', 'X', 'Twitter X', 'Widget', 'dev']","Twitter Widget, addio",1
743627805364027392,awnemia,text,"['game dev', 'indie game dev', 'game', 'dev', 'programming', 'game development', 'video game']",if I ever do a glitch effect in a game I'm just gonna make it fuck with the rendering engine temporarily for that authentic uh...,1
743613874209685504,awnemia,text,"['game dev', 'indie game dev', 'game', 'dev', 'programming', 'game development', 'video game']",if I ever do a glitch effect in a game I'm just gonna make it fuck with the rendering engine temporarily for that authentic uh...,1
743549840012804096,my-chaos-radio,text,"['new', 'new music', 'my chaos radio', 'DEV', 'In the dark', 'music', 'spotify', 'youtube', 'music video', 'youtube video', 'good music', 'hit of the day', 'video of the day', '2010s', '2010s music', '2010s video', '2010s charts', '2011', 'pop', 'hip hop rap', 'dance electronic', 'electronic', 'alternative indie', 'dance pop', 'progressive house', 'electro house', 'pop rap', 'lyrics', 'songfacts', '1271']","DEV - In The Dark
Release: April 25, 2011
Lyrics:
On my waist, through my hair
Think about it when you touch me there
Close my...",1
743517760714424320,humantardigrade,text,"['devlog', 'dev', 'diary', 'log', 'game dev blog', 'solodev', 'Youtube']","27/02/2024 - cold winds that freeze hands
It's been a while! Day job got super busy - and I really struggle to balance the two....",1
743244041425223680,xxintuitionxx,text,"['DEV', 'in the dark', 'Youtube']","We are forever in love with her😘💗👻💜🥳
DEV - In The Dark",1
743223650242658304,newcodesociety,text,"['web', 'dev', 'blog', 'performance', 'articles', 'article', 'read', 'learn']",Introducing Learn Performance  |  Articles  |  web.dev,1
742962440041529344,newcodesociety,text,"['dev', 'checklist', 'website', 'launch']",14 Things To Check Before Deploying a Website 👨‍💻🔥,1
742917682128699392,sangbadpratidin,text,"['bengali news', 'bangla news', 'Trinamool MP', 'Dev', 'ED']",ED Summoned Dev: Actor-politician Dev appears before ED,1
742903308548767744,faeriegirl,answer,"['asks', 'ocs', 'dev', 'kanna', 'jon', 'dev is...', 'tsundere', 'a lil...', 'and yandere', 'lmfao']",What does Dev like about Jon and Kanna?,1
742734764280283136,airakose,text,"['programming', 'dev', 'development', 'UI', 'User Interface', 'game dev', 'game development']",AirAKose | What is UI?,1
742728605734486016,faeriegirl,text,"['ocs', 'dev', 'kanna', 'jon', 'i guess i will also throw in', 'remy', 'miwa', 'idk if ill actually get any asks but yeyeyeyeyeeyeyeyeyeyeyayeyawyaaeya', 'im procrastinating my actual work!!! but its okay', 'one is almost donw', 'the other', 'lineart time', 'but ask me questions abt kanna because shes all i think about uwu']",Send me oc asks okay ty goodnight,1
742588718372831232,alkalyxyterra,text,"['linux', ""why isn't this the most obvious thing to do ?"", 'devs', 'dev', 'accessibility', 'accessibility matters', 'debian']","I'm kind of angry at Tumblr's devs, even though what I'm trying to do is dumb. I want to be able to read tumblr posts on my...",1
742507044997939200,humantardigrade,text,"['dev', 'diary', 'devlog']","16/02/2024 - bright skies, like spring.
A good day today - have decided that I'm being too chaotic with my learning, and am...",1
744039242404118528,jamalir,text,"['machine learning', 'ml', 'deep learning', 'transformers', 'llama', 'vision llama']",Paper page - VisionLLaMA: A Unified LLaMA Interface for Vision Tasks,1
744020884491304960,salesai,text,"['b2bsales', 'saas startup', 'sales', 'artificial intelligence', 'machine learning', 'marketing', 'entrepreneur']",Почему компании не выполняют план продаж? - досрочно отвечает SalesAI,1
744018844108144640,connectinfosofttechnologies,text,"['Machine Learning Development Service', 'Best Machine Learning development company', 'AI', 'Artificial Intelligence', 'Machine Learning', 'Manufacturing', 'ML', 'open-source', 'Training Data']",Machine Learning And IoT: How It Can Be Beneficial For Businesses?,1
744016277790670848,cyberlabe,text,"['données', 'machine learning', 'intelligence artificielle']","Tabular data characteristics and machine learning models for tabular data prediction, data synthesis and question answering...",1
744014156660965376,cogitotech,text,"['cogito ai', 'generative ai', 'machine learning', 'ai model', 'Large Language Models', 'Medical Industry', 'LLMs', 'Limitations of Large Language Models in the Medical Industry', 'LLMs design']",Impact of Large Language Models in the Medical Industry,1
743955148523585536,salesai,text,"['b2bsales', 'saas startup', 'sales', 'artificial intelligence', 'machine learning', 'marketing']",Руководство по трансформации вашего бизнеса с помощью ИИ в продажах,1
743942459265073152,trevizotecnologia,text,"['artificial intelligence', 'entrepreneur', 'inteligencia artificial', 'machine learning', 'startup', 'python', 'dicas filme', 'BlackBerry', 'tecnologia', 'filmes', 'smartphone', 'iphone']","🎬 🍿 Dica de Filme: Blackberry da Ascensão a Queda

Descubra a História por Trás da Ascensão  e Queda da BlackBerry! 📱✨...",1
743933421945012224,datasculptor,text,"['machine learning', 'artificial intelligence', 'datasculpting', 'art', 'datasculptor', 'data', 'sculptor', 'ai art', 'artist']",From Error to Value: The Creative Chaos of AI Hallucinations,1
743931794215272448,salesai,text,"['b2bsales', 'saas startup', 'sales', 'artificial intelligence', 'machine learning']",Активные и входящие продажи: разбор отличий и стратегий,1
743920186277724160,cbirt,link,"['bioinformatics', 'drug discovery', 'ai', 'machine learning', 'science news']",Eurofins Discovery Launches DiscoveryAI SAFIRE: A New AI Platform for Drug Discovery,1
743890750485446656,the-queen-of-sevens,text,"['AI', 'machine learning', 'plagiarism software']",A Quick Blog Update,1
743878727779418112,hersanctuary,text,"['AI', 'artificial intelligence', 'ml', 'machine learning', 'deep learning', 'open ai']",as an artificial intelligence student I just want to say that you use ai multiple times every day and have been doing so for...,1
743873833880207360,reallytoosublime,text,"['latest ai models', 'artificial intelligence', 'ai news', 'machine learning', 'the world of ai', ""ai's power"", 'the future of artificial intelligence', 'advanced machine learning', 'ai powered solutions', 'new ai technologies', 'ai tools', 'trend of ai', 'advantages of new ai', 'ai disruption', 'generative ai', 'artificial intuition', 'how does ai work', 'artificial intelligence future', 'benefits of ai', 'ai robot', 'ai systems', 'limitless tech 888', 'automated machines', 'Youtube']",What Is AI Really Capable Of? Learn From Experts!,1
743870384279076864,youtubemarketing1234,text,"['latest ai models', 'artificial intelligence', 'ai news', 'machine learning', 'the world of ai', ""ai's power"", 'the future of artificial intelligence', 'advanced machine learning', 'ai powered solutions', 'new ai technologies', 'ai tools', 'trend of ai', 'chatgpt', 'advantages of new ai', 'ai disruption', 'generative ai', 'artificial intuition', 'how does ai work', 'artificial intelligence future', 'benefits of ai', 'ai robot', 'ai systems', 'limitless tech 888', 'ai technology', 'automated machines', 'robots', 'Youtube']",What Is AI Really Capable Of? Learn From Experts!,1
743829572307632128,salesai,text,"['b2bsales', 'saas startup', 'sales', 'machine learning', 'artificial intelligence', 'marketing']",Как создать высокоэффективный отдел продаж SaaS,1
744063406353612800,thegreatgeodo,text,"['devlog', 'mod development', 'unitale', 'achievement', 'development', 'LESGOOOOOOO']",Devlog -- entry 37,1
744015872050528256,jasonwaud,photo,"['app', 'development', 'mobile', 't', 'adventure', 'books', 'wattpad', 'amreading']",Best Mobile Application Company in Madurai Tamilnadu India - Best Mobile Application Development Company in Madurai India (on...,1
744015103829098496,siteinventions-blog,text,"['Web', 'Development', 'Agency', 'Mumbai']",Leading Web Development Agency in Mumbai,1
743999314139938816,superdoggiedogs,text,"['development', 'spiritual']",What is Spiritual Development?,1
743999265118011392,technoshopic,text,"['content writer', 'designer', 'development', 'email marketing', 'freelance', 'freelance job', 'freelance programmer', 'freelancecommunity', 'freelancer', 'freelancer in uae', 'freelancer in usa', 'markethire', 'project manager', 'seo expert', 'toptal']",Elevate Your Project: Your Source for Top Freelance Talent,1
743998130881773568,lisastanley,text,"['crypto', 'development', 'exchange', 'cryptocurrency', 'cryptocurrencyexchange', 'cryptotrading', 'cryptocurrencies', 'cryptoinvestor', 'cryptomarket', 'cryptoexchange', 'cryptomining', 'cryptocurrencynews', 'cryptotrader', 'cryptoexplorer', 'cryptorevolution', 'cryptocurency', 'Business', 'Entrepreneurs', 'globaltrading', 'offer', 'Cryptoexchangeclone']","Bitdeal elevates your objectives for cryptocurrencies.
It's time to modify the way you trade cryptocurrencies. Bitdeal provides...",1
743938241050329088,eleristanton,text,"['investigating contemporary practice', 'd&ad brief', 'development']","// University Presentation \\
After spreading my work out onto 8 slides, it was difficult to condence it again, however, I kept...",1
743938209293221888,eleristanton,text,"['development', 'investigating contemporary practice', 'd&ad brief']","// D&AD Presentation \\
I began with the D&AD Presentation as it allowed more slides which meant I could create a layout system...",1
743935285439643648,eleristanton,text,"['development', 'investigating contemporary practice', 'd&ad brief']","// Animation \\
As I had never done animation before, the program was somewhat daunting but after playing around with it for a...",1
743887199126388736,marcackermann,text,"['web development', 'self development', 'github', 'developer', 'development', 'software']",Marc Ackermann,1
743883691163516928,thegreatgeodo,text,"['devlog', 'mod development', 'unitale', 'development', 'on it']",Devlog -- entry 35,1
743868463491235841,newcodesociety,text,"['the art of overkill', 'web', 'dev', 'development', 'developer', 'over', 'engineer', 'read', 'advice']",The Art of Overkill: Web Dev Edition,1
743844475235893248,foolsplay-funfair,answer,"['🥐', 'development']","This game seems to have potential, and weirdcore/dreamcore games are my favourite Roblox comfort games, so hopefully it'll get...",1
743835474959990784,rwpohl,text,"['digital imaging', 'ai', 'chatgpt', 'chatbot', 'development', 'screenwriting', 'preproduction', 'metropolis', 'fritz lang', 'blade runner 1929', 'views of an ai']","blade runner 1929, views of an ai 2023",1
743831929421479936,lisastanley,text,"['crypto', 'development', 'exchange', 'cryptocurrency', 'cryptotrading', 'cryptocurrencies', 'cryptoinvestor', 'cryptomarket', 'cryptoexchange', 'cryptomining', 'cryptocurrencynews', 'cryptotrader', 'cryptoexplorer', 'cryptorevolution', 'cryptocurency', 'Business', 'Entrepreneurs', 'globaltrading', 'offer', 'Cryptoexchangeclone']","Your cryptocurrency figments come true at Bitdeal!
Have you always wished to launch your cryptocurrency trading platform? This...",1
744072825387761664,metaverse-ar-vr,link,"['Blockchain', 'Crypto']",Oculus Accounts That Haven't Been Migrated To Meta Accounts Will Be Deleted On March 29,1
744072824533221376,ai-news,link,"['Blockchain', 'Crypto']",How to find yourself in a digital world?,1
744072825079545856,biotech-news-feed,link,"['Blockchain', 'Crypto']",Healthcare Entrepreneur Myth Busting  Healthcare IT Today Podcast Episode 135,1
744072143722119168,blockchainfeed,link,"['Blockchain', 'Crypto']","YOLO Rears Its Ugly Head In The Stock Market, Bitcoin Hits $65K Target, OPEC+ Extends Production Cuts",1
744069364082475008,metaverse-ar-vr,link,"['Blockchain', 'Crypto']","Arcade Management Sim Arcade Paradise VR Coming to Quest This Spring, Trailer Here",1
744069363813974016,biotech-news-feed,link,"['Blockchain', 'Crypto']",Making AI Models in Healthcare Transparent One Bite at a Time  Regulatory Talk Series,1
744069362215976960,ai-news,link,"['Blockchain', 'Crypto']",Unlocking Innovation: AWS and Anthropic push the boundaries of generative AI together,1
744068682797498368,blockchainfeed,link,"['Blockchain', 'Crypto']",TRON DAO at ETH Denver and Host of TRON Builder Tour Denver Stop,1
744065902086062080,metaverse-ar-vr,link,"['Blockchain', 'Crypto']","The Oniri Forest Tech Demo Showcases ""Hyper-Realistic"" Graphics On Quest Standalone",1
744065900124291072,biotech-news-feed,link,"['Blockchain', 'Crypto']",Longevity and DeSci Recap  February 2024,1
744065899124899840,ai-news,link,"['Blockchain', 'Crypto']",Mistral Large and GPT-4 Comparative Usage Test,1
744065222636126208,blockchainfeed,link,"['Blockchain', 'Crypto']","Tether's USDT Stablecoin Touches $100B Market Cap, Benefiting From Crypto Trading Frenzy",1
744062497570619392,metaverse-ar-vr,link,"['Blockchain', 'Crypto']","Self-Sovereignty in Virtual Reality: Humans Wont Know Theyre in the Matrix, and They Dont Need To",1
744062496129826816,ai-news,link,"['Blockchain', 'Crypto']",Python: Updating and Appending  pandas DataFrame using Dictionary,1
744062496121438208,biotech-news-feed,link,"['Blockchain', 'Crypto']","Apparently Healthy, but Diagnosed With Alzheimers?",1
744065708344918016,bloomingbiz,text,"['data mining mike', 'spokane washington', 'spokane news', 'data science', 'data services']",How to Detect Malware with Random Forest? — Bloomingbiz.marketing,1
744002337282113536,python-coaching,text,"['banking', 'programming', 'coding', 'app development', 'data science']",What is the purpose of using virtual environments in Python development?,1
743989483504058368,geleswintha,text,"['data science', 'science', 'computer science', 'virus', 'viruses', 'follow me', 'follow', 'make this go viral', 'make this blow up', 'viral on social media', 'viral on internet', 'viral online', 'virals', 'viral', 'viral hit', 'viral post', 'viralpost', 'viral page', 'viralpage', 'viral news', 'likesforfollow', 'likeslikeslikes', '25000 likes', '50 likes', '100 likes', '500 likes', '10000 likes', 'likes', 'industry trends', 'trending']","Have you guys heard about the pandora virus also known as zombie virus it’s  50,000 years old and still frozen in the permafrost...",1
743984161620131840,the-awesomecosmos-studies,text,"['100 days of productivity', 'data science', 'side project', 'coding', 'books', 'coloring', 'mindfulness', 'Dunkin’ Donuts iced coffee jelly beans', 'milk frother', 'TikTok iced coffee', 'book tracker', 'journaling', 'stickers']","Day 14/100 days of productivity | Sun 3 Mar, 2024
Lazy, chill Sunday.
Brainstormed specific graphs and statistics I want to see...",1
743863119339782144,jeffinstitute,text,"['data scientist', 'data science', 'machinelearning', 'inteligência artificial', 'artificial intelligence', 'ai art gallery', 'ai artist', 'ai sexy', 'ai art generator', 'ai babe']",,1
743838619354185728,1stepgrow,text,"['data science course', 'online data science course', 'top data science course', 'data science', 'ai']","The Four Pillars of Data Science: Data Collection, Data Processing, Data Analysis, Data Interpretation. Mastering these pillars...",1
743816269983252480,ruhiparveen,text,"['data science', 'machine learning', 'data science course', 'data scientist']",The Data Science Handbook: A Comprehensive Guide,1
743810487453712384,the-awesomecosmos-studies,text,"['100 days of productivity', 'side project', 'data science', 'bookblr', 'books', 'google sheets']","Day 12/100 days of productivity | Fri 1 Mar, 2024

It was a busy Friday. 
Did a lot of work at work today
Worked on my side...",1
743757647802662912,1stepgrow,text,"['data science course', 'online data science course', 'top data science course', 'data science', 'ai']",Data science is a dynamic and rapidly evolving field with diverse industry applications. Embrace its potential for innovation...,1
743741329660575744,rohit-69,text,"['analytics jobs', 'coding', 'SQL', 'programming', 'data science']",Mastering SQL Update Queries: A Comprehensive Guide,1
743693202430803968,datatofu,text,"['big data', 'technology', 'ai', 'data science', 'writeblr', 'writers on tumblr', 'tech', 'computer', 'computing', 'free ebooks', 'kindle ebooks', 'bookblr', 'books and reading', 'information technology', 'management', 'infrastructure', 'data infrastructure', 'big data analytics', 'real time', 'ebooks', 'kindle', 'writing', 'writerscommunity', 'ebookdeals']","Jevon Morris: books, biography, latest update",1
743657240627740672,connect-infosoft-technologies,text,"['data engineering', 'data science', 'artificial intelligence', 'machine learning', 'machinelearning', 'data analytics', 'big data', 'web developing company', 'web developers']",Data Engineering Development Service | Connect Infosoft,1
743646920556380160,cromacampusinstitute,text,"['Data Science Course', 'Data Science']",Scope of Data Science in 2024,1
743634373311610880,rohit-69,text,"['analytics jobs', 'data science', 'datatrained reviews', 'data science reviews', 'courses']",Datatrained Reviews 2024,1
743622044189704192,the-awesomecosmos-studies,text,"['100 days of productivity', 'data science', 'grad school', 'coding', 'work']","Day 10/100 days of productivity | Wed 28 Feb, 2024

Another long day. This week has just been pretty busy actually, I’ve been so...",1
744071767277142018,martianrachael,text,"['job searching', 'job search', 'software engineering', 'software engineer jobs', 'job search tips', 'job search hell', 'jobs', ""i'm tireeeeed"", ""Like I'd rather die than work for the DOD plz stop being DOD contractors"", 'i hate job hunting', 'job hunting']","Hi give me advice on finding a new software engineer job plz 😮‍💨 Job searching feels so performative & exhausting, like I want...",1
744024915490013184,devleader,text,"['software engineering', 'programming', 'coding', 'developers', 'software development']",In what ways do you think programming and software development will evolve in the next 5 years?,1
744017181244833792,devleader,link,"['Software Engineering', 'Programming', 'Coding', 'Medium', 'Article', 'Reading']",Testcontainers In ASP.NET Core — A Simplified Beginner’s Guide,1
744013936498704384,itservicesblog,text,"['coding', 'software engineering', 'html', 'synergy technology services']","Game-Changing Sports Software Development Solution
Are you looking for Sports Software software development services? don't...",1
743997349465096192,prbhakar,text,"['software development', 'softwaredesign', 'usa', 'florida', 'software engineering', 'technology', 'web developers', 'webdevelopment', 'web3 development', 'it services']",NFT Token Development Company,1
743800599426023424,edentechnologies,text,"['eden', 'technology', 'linux', 'artificial intelligence', 'software engineering', 'programming', 'coding']","Well, well, well. It looks like we’re on Tumblr now, too. Imagine that! 
Follow us on our other social media pages at:...",1
743799094505586688,stalltherain,text,"['software development', 'software engineering']",White House urges developers to dump C and C++,1
743787050713645056,devleader,link,"['programming', 'coding', 'software engineering', 'programming life', 'coding life', 'software engineer', 'software developer', 'software development']",Content Publishing Machine - Behind The Screen 2023/09/W3,1
